latitude,longitude
2806.4194N,8242.8696W
2806.42N,8242.8698W
2806.4206N,8242.8698W
2806.4212N,8242.87W
2806.4218N,8242.87W
2806.4224N,8242.8701W
2806.423N,8242.8702W
2806.4236N,8242.8702W
2806.4242N,8242.8703W
2806.4247N,8242.8704W
2806.4253N,8242.8704W
2806.4258N,8242.8705W
2806.4263N,8242.8706W
2806.4269N,8242.8707W
2806.4274N,8242.8707W
2806.428N,8242.8708W
2806.4285N,8242.8708W
2806.4291N,8242.8708W
2806.4296N,8242.8709W
2806.4303N,8242.871W
2806.4309N,8242.8711W
2806.4315N,8242.8712W
2806.4321N,8242.8713W
2806.4327N,8242.8713W
2806.4333N,8242.8714W
2806.4339N,8242.8715W
2806.4345N,8242.8715W
2806.435N,8242.8716W
2806.4355N,8242.8716W
2806.4361N,8242.8717W
2806.4366N,8242.8717W
2806.4371N,8242.8718W
2806.4376N,8242.8719W
2806.4381N,8242.872W
2806.4387N,8242.872W
2806.4392N,8242.8721W
2806.4398N,8242.8722W
2806.4404N,8242.8723W
2806.441N,8242.8724W
2806.4415N,8242.8725W
2806.442N,8242.8726W
2806.4426N,8242.8727W
2806.4431N,8242.8729W
2806.4435N,8242.8731W
2806.4439N,8242.8733W
2806.4444N,8242.8735W
2806.4448N,8242.8737W
2806.4453N,8242.8739W
2806.4459N,8242.874W
2806.4464N,8242.8741W
2806.447N,8242.8741W
2806.4477N,8242.8743W
2806.4483N,8242.8744W
2806.4488N,8242.8745W
2806.4494N,8242.8747W
2806.4499N,8242.8749W
2806.4504N,8242.8751W
2806.4508N,8242.8754W
2806.4513N,8242.8757W
2806.4517N,8242.8759W
2806.4522N,8242.876W
2806.4529N,8242.8761W
2806.4535N,8242.8762W
2806.4541N,8242.8762W
2806.4547N,8242.8761W
2806.4554N,8242.8759W
2806.456N,8242.8758W
2806.4566N,8242.8757W
2806.4573N,8242.8755W
2806.458N,8242.8754W
2806.4587N,8242.8752W
2806.4595N,8242.875W
2806.4602N,8242.8748W
2806.4608N,8242.8746W
2806.4614N,8242.8745W
2806.4621N,8242.8744W
2806.4628N,8242.8742W
2806.4635N,8242.874W
2806.4642N,8242.8738W
2806.465N,8242.8735W
2806.4657N,8242.8733W
2806.4665N,8242.8731W
2806.4672N,8242.8729W
2806.4679N,8242.8726W
2806.4686N,8242.8723W
2806.4692N,8242.872W
2806.4698N,8242.8717W
2806.4704N,8242.8714W
2806.471N,8242.8711W
2806.4715N,8242.8708W
2806.472N,8242.8705W
2806.4725N,8242.8702W
2806.473N,8242.8699W
2806.4735N,8242.8696W
2806.474N,8242.8693W
2806.4745N,8242.8691W
2806.475N,8242.8688W
2806.4756N,8242.8684W
2806.4761N,8242.868W
2806.4766N,8242.8677W
2806.4771N,8242.8674W
2806.4775N,8242.8671W
2806.478N,8242.8669W
2806.4784N,8242.8667W
2806.4788N,8242.8664W
2806.4791N,8242.8657W
2806.4795N,8242.8653W
2806.4802N,8242.8649W
2806.4809N,8242.8644W
2806.4819N,8242.8636W
2806.4825N,8242.8631W
2806.4829N,8242.8627W
2806.4836N,8242.8622W
2806.4842N,8242.8617W
2806.4848N,8242.8611W
2806.4853N,8242.8606W
2806.4858N,8242.8601W
2806.4867N,8242.8593W
2806.4873N,8242.8587W
2806.4877N,8242.8582W
2806.4882N,8242.8577W
2806.4889N,8242.857W
2806.4894N,8242.8564W
2806.49N,8242.8558W
2806.4904N,8242.8552W
2806.4909N,8242.8546W
2806.4914N,8242.8539W
2806.4919N,8242.8533W
2806.4924N,8242.8527W
2806.4928N,8242.8521W
2806.4933N,8242.8515W
2806.4937N,8242.8509W
2806.4942N,8242.8504W
2806.4946N,8242.8498W
2806.495N,8242.8493W
2806.4954N,8242.8488W
2806.4958N,8242.8481W
2806.4963N,8242.8474W
2806.4967N,8242.8468W
2806.4971N,8242.8463W
2806.4975N,8242.8459W
2806.4978N,8242.8455W
2806.4981N,8242.8451W
2806.4984N,8242.8447W
2806.4986N,8242.8443W
2806.4989N,8242.8439W
2806.4992N,8242.8435W
2806.4994N,8242.8429W
2806.4997N,8242.8426W
2806.5N,8242.8421W
2806.5003N,8242.8417W
2806.5005N,8242.8414W
2806.5009N,8242.841W
2806.5011N,8242.8407W
2806.5015N,8242.8403W
2806.5018N,8242.84W
2806.5021N,8242.8396W
2806.5025N,8242.8394W
2806.5029N,8242.8393W
2806.5033N,8242.8391W
2806.5037N,8242.8388W
2806.5041N,8242.8386W
2806.5044N,8242.8383W
2806.5048N,8242.8379W
2806.5051N,8242.8373W
2806.5054N,8242.8369W
2806.5057N,8242.8365W
2806.5062N,8242.8358W
2806.5067N,8242.836W
2806.5072N,8242.8356W
2806.5077N,8242.8356W
2806.5082N,8242.8355W
2806.5087N,8242.8351W
2806.5091N,8242.8348W
2806.5093N,8242.8345W
2806.5096N,8242.8342W
2806.51N,8242.8339W
2806.5103N,8242.8337W
2806.5106N,8242.8335W
2806.511N,8242.8333W
2806.5114N,8242.833W
2806.5117N,8242.8327W
2806.5121N,8242.8323W
2806.5125N,8242.8321W
2806.5129N,8242.832W
2806.5133N,8242.8317W
2806.5137N,8242.8315W
2806.514N,8242.8312W
2806.5144N,8242.831W
2806.5148N,8242.8307W
2806.5151N,8242.8305W
2806.5154N,8242.8304W
2806.5158N,8242.8302W
2806.5161N,8242.8301W
2806.5165N,8242.8299W
2806.5168N,8242.8297W
2806.5172N,8242.8295W
2806.5175N,8242.8293W
2806.5174N,8242.8288W
2806.5175N,8242.828W
2806.5176N,8242.8275W
2806.5179N,8242.8274W
2806.5184N,8242.8272W
2806.5188N,8242.8271W
2806.5193N,8242.8271W
2806.5197N,8242.827W
2806.5201N,8242.8267W
2806.5205N,8242.8265W
2806.5208N,8242.8264W
2806.5212N,8242.8262W
2806.5215N,8242.826W
2806.5218N,8242.8258W
2806.5221N,8242.8257W
2806.5224N,8242.8256W
2806.5228N,8242.8255W
2806.5232N,8242.8254W
2806.5235N,8242.8252W
2806.5239N,8242.825W
2806.5242N,8242.8248W
2806.5244N,8242.8247W
2806.5247N,8242.8246W
2806.5249N,8242.8245W
2806.5252N,8242.8244W
2806.5255N,8242.8243W
2806.5258N,8242.8242W
2806.526N,8242.824W
2806.5263N,8242.8238W
2806.5265N,8242.8236W
2806.5268N,8242.8234W
2806.5269N,8242.8227W
2806.5269N,8242.8223W
2806.5268N,8242.8217W
2806.5269N,8242.8214W
2806.5272N,8242.8213W
2806.5275N,8242.8211W
2806.5279N,8242.8211W
2806.5282N,8242.821W
2806.5283N,8242.8208W
2806.5287N,8242.8207W
2806.529N,8242.8205W
2806.5294N,8242.8207W
2806.5297N,8242.8208W
2806.5298N,8242.8208W
2806.53N,8242.8207W
2806.5301N,8242.8207W
2806.5302N,8242.8207W
2806.5304N,8242.8207W
2806.5306N,8242.8206W
2806.5308N,8242.8205W
2806.5309N,8242.8204W
2806.5313N,8242.8201W
2806.5316N,8242.8199W
2806.532N,8242.8196W
2806.5323N,8242.8193W
2806.5326N,8242.8191W
2806.533N,8242.8188W
2806.5334N,8242.8184W
2806.5338N,8242.8181W
2806.5342N,8242.8178W
2806.5347N,8242.8174W
2806.5354N,8242.8168W
2806.536N,8242.8163W
2806.5368N,8242.8158W
2806.5376N,8242.8154W
2806.5383N,8242.8149W
2806.539N,8242.8145W
2806.5397N,8242.8141W
2806.5404N,8242.8137W
2806.541N,8242.8133W
2806.5417N,8242.8129W
2806.5422N,8242.8126W
2806.5427N,8242.8124W
2806.5432N,8242.8121W
2806.5437N,8242.8119W
2806.5444N,8242.8117W
2806.5449N,8242.8115W
2806.5455N,8242.8114W
2806.5462N,8242.8112W
2806.5469N,8242.8111W
2806.5478N,8242.8109W
2806.5487N,8242.8107W
2806.5497N,8242.8106W
2806.5506N,8242.8106W
2806.5514N,8242.8106W
2806.5521N,8242.8107W
2806.5529N,8242.8107W
2806.5536N,8242.8109W
2806.5542N,8242.8111W
2806.5549N,8242.8112W
2806.5554N,8242.8116W
2806.5559N,8242.8119W
2806.5567N,8242.8119W
2806.5572N,8242.8122W
2806.5577N,8242.8127W
2806.5583N,8242.8133W
2806.5589N,8242.814W
2806.5592N,8242.8145W
2806.5596N,8242.8151W
2806.56N,8242.8157W
2806.5604N,8242.8162W
2806.5608N,8242.8168W
2806.5611N,8242.8173W
2806.5614N,8242.8176W
2806.5618N,8242.818W
2806.5622N,8242.8185W
2806.5626N,8242.819W
2806.563N,8242.8193W
2806.5634N,8242.8197W
2806.5638N,8242.8202W
2806.5641N,8242.8207W
2806.5644N,8242.8212W
2806.5648N,8242.8218W
2806.5653N,8242.8223W
2806.5656N,8242.8228W
2806.566N,8242.8233W
2806.5664N,8242.8238W
2806.5667N,8242.8243W
2806.5671N,8242.8247W
2806.5674N,8242.8253W
2806.5678N,8242.8258W
2806.5681N,8242.8263W
2806.5685N,8242.8268W
2806.5689N,8242.8272W
2806.5692N,8242.8278W
2806.5696N,8242.8283W
2806.5701N,8242.8286W
2806.5705N,8242.829W
2806.5709N,8242.8295W
2806.5713N,8242.83W
2806.5717N,8242.8305W
2806.5721N,8242.8311W
2806.5725N,8242.8317W
2806.5729N,8242.8322W
2806.5734N,8242.8326W
2806.5739N,8242.833W
2806.5743N,8242.8335W
2806.5748N,8242.834W
2806.5752N,8242.8345W
2806.5757N,8242.835W
2806.5761N,8242.8355W
2806.5766N,8242.836W
2806.577N,8242.8365W
2806.5775N,8242.837W
2806.5779N,8242.8375W
2806.5783N,8242.8378W
2806.5787N,8242.8382W
2806.5792N,8242.8387W
2806.5796N,8242.8392W
2806.58N,8242.8396W
2806.5804N,8242.8401W
2806.5808N,8242.8405W
2806.5812N,8242.8409W
2806.5816N,8242.8414W
2806.5821N,8242.8415W
2806.5825N,8242.8416W
2806.5828N,8242.8421W
2806.5833N,8242.8423W
2806.5837N,8242.8425W
2806.5841N,8242.8429W
2806.5846N,8242.8433W
2806.585N,8242.8438W
2806.5854N,8242.8442W
2806.5859N,8242.8447W
2806.5863N,8242.8451W
2806.5868N,8242.8455W
2806.5872N,8242.8459W
2806.5876N,8242.8463W
2806.588N,8242.8467W
2806.5885N,8242.8471W
2806.5889N,8242.8475W
2806.5894N,8242.848W
2806.5898N,8242.8485W
2806.5902N,8242.849W
2806.5907N,8242.8495W
2806.5911N,8242.85W
2806.5915N,8242.8505W
2806.5919N,8242.851W
2806.5923N,8242.8515W
2806.5927N,8242.852W
2806.5932N,8242.8525W
2806.5936N,8242.8529W
2806.594N,8242.8534W
2806.5944N,8242.8539W
2806.5949N,8242.8544W
2806.5955N,8242.8548W
2806.596N,8242.8553W
2806.5965N,8242.8558W
2806.597N,8242.8564W
2806.5975N,8242.8569W
2806.5979N,8242.8575W
2806.5982N,8242.8581W
2806.5986N,8242.8587W
2806.5989N,8242.8593W
2806.5993N,8242.86W
2806.5996N,8242.8607W
2806.5999N,8242.8613W
2806.6003N,8242.8619W
2806.6006N,8242.8625W
2806.6009N,8242.8631W
2806.6013N,8242.8637W
2806.6016N,8242.8643W
2806.6019N,8242.8648W
2806.6023N,8242.8654W
2806.6026N,8242.866W
2806.603N,8242.8666W
2806.6034N,8242.8672W
2806.6037N,8242.8677W
2806.6041N,8242.8684W
2806.6044N,8242.869W
2806.6048N,8242.8696W
2806.6051N,8242.8702W
2806.6054N,8242.8708W
2806.6057N,8242.8714W
2806.606N,8242.8719W
2806.6063N,8242.8724W
2806.6066N,8242.8729W
2806.6069N,8242.8733W
2806.6072N,8242.8737W
2806.6075N,8242.8743W
2806.6078N,8242.8747W
2806.6081N,8242.8752W
2806.6083N,8242.8756W
2806.6087N,8242.8761W
2806.609N,8242.8766W
2806.6093N,8242.877W
2806.6096N,8242.8775W
2806.61N,8242.878W
2806.6103N,8242.8785W
2806.6107N,8242.8791W
2806.611N,8242.8796W
2806.6113N,8242.8802W
2806.6116N,8242.8807W
2806.6118N,8242.8813W
2806.6121N,8242.8818W
2806.6123N,8242.8824W
2806.6125N,8242.8829W
2806.6127N,8242.8835W
2806.613N,8242.884W
2806.6132N,8242.8845W
2806.6135N,8242.885W
2806.6137N,8242.8855W
2806.6138N,8242.8861W
2806.614N,8242.8866W
2806.6142N,8242.8871W
2806.6144N,8242.8876W
2806.6145N,8242.8882W
2806.6145N,8242.8887W
2806.6146N,8242.8892W
2806.6148N,8242.8898W
2806.6149N,8242.8903W
2806.615N,8242.8908W
2806.615N,8242.8913W
2806.6151N,8242.8918W
2806.6152N,8242.8923W
2806.6153N,8242.8928W
2806.6153N,8242.8932W
2806.6154N,8242.8937W
2806.6155N,8242.8943W
2806.6156N,8242.8947W
2806.6157N,8242.8951W
2806.6158N,8242.8957W
2806.616N,8242.8962W
2806.6161N,8242.8967W
2806.6162N,8242.8971W
2806.6164N,8242.8975W
2806.6164N,8242.8979W
2806.6165N,8242.8983W
2806.6167N,8242.8987W
2806.6168N,8242.8991W
2806.6169N,8242.8995W
2806.617N,8242.8999W
2806.6172N,8242.9003W
2806.6173N,8242.9007W
2806.6174N,8242.9011W
2806.6175N,8242.9014W
2806.6176N,8242.9018W
2806.6178N,8242.9022W
2806.618N,8242.9029W
2806.6181N,8242.9034W
2806.618N,8242.9038W
2806.6179N,8242.9043W
2806.6178N,8242.9049W
2806.6179N,8242.9057W
2806.6178N,8242.9062W
2806.6178N,8242.9068W
2806.6178N,8242.9073W
2806.618N,8242.9078W
2806.6181N,8242.9084W
2806.6182N,8242.9089W
2806.6183N,8242.9094W
2806.6185N,8242.91W
2806.6187N,8242.9106W
2806.6188N,8242.9112W
2806.6189N,8242.9118W
2806.619N,8242.9124W
2806.6193N,8242.9131W
2806.6195N,8242.9137W
2806.6198N,8242.9144W
2806.62N,8242.915W
2806.6202N,8242.9157W
2806.6203N,8242.9163W
2806.6205N,8242.9169W
2806.6207N,8242.9174W
2806.6208N,8242.9178W
2806.621N,8242.9183W
2806.6212N,8242.9187W
2806.6213N,8242.9192W
2806.6214N,8242.9198W
2806.6215N,8242.9202W
2806.6217N,8242.9206W
2806.6219N,8242.921W
2806.6219N,8242.9216W
2806.622N,8242.9223W
2806.6221N,8242.923W
2806.6222N,8242.9237W
2806.6223N,8242.9245W
2806.6224N,8242.9253W
2806.6224N,8242.9261W
2806.6225N,8242.9268W
2806.6225N,8242.9275W
2806.6225N,8242.9282W
2806.6226N,8242.9289W
2806.6228N,8242.9296W
2806.6229N,8242.9303W
2806.623N,8242.9311W
2806.6231N,8242.9318W
2806.6232N,8242.9325W
2806.6233N,8242.9332W
2806.6234N,8242.934W
2806.6234N,8242.9347W
2806.6234N,8242.9354W
2806.6234N,8242.936W
2806.6235N,8242.9367W
2806.6235N,8242.9373W
2806.6236N,8242.938W
2806.6236N,8242.9386W
2806.6237N,8242.9393W
2806.6237N,8242.9399W
2806.6237N,8242.9405W
2806.6236N,8242.9412W
2806.6236N,8242.9418W
2806.6235N,8242.9425W
2806.6235N,8242.9431W
2806.6235N,8242.9436W
2806.6235N,8242.9442W
2806.6235N,8242.9448W
2806.6235N,8242.9453W
2806.6236N,8242.9459W
2806.6236N,8242.9464W
2806.6237N,8242.947W
2806.6237N,8242.9475W
2806.6238N,8242.948W
2806.6238N,8242.9485W
2806.6238N,8242.949W
2806.6239N,8242.9495W
2806.6238N,8242.95W
2806.6239N,8242.9505W
2806.6239N,8242.951W
2806.6239N,8242.9514W
2806.6239N,8242.9519W
2806.624N,8242.9524W
2806.624N,8242.9529W
2806.624N,8242.9533W
2806.6241N,8242.9538W
2806.6241N,8242.9543W
2806.6242N,8242.9549W
2806.6242N,8242.9554W
2806.6243N,8242.956W
2806.6244N,8242.9566W
2806.6244N,8242.9571W
2806.6247N,8242.9579W
2806.6249N,8242.9586W
2806.625N,8242.9594W
2806.6252N,8242.96W
2806.6253N,8242.9607W
2806.6254N,8242.9613W
2806.6254N,8242.9618W
2806.6254N,8242.9624W
2806.6254N,8242.9628W
2806.6254N,8242.9633W
2806.6254N,8242.9637W
2806.6253N,8242.9642W
2806.6252N,8242.9647W
2806.6251N,8242.9652W
2806.625N,8242.9658W
2806.6248N,8242.9664W
2806.6247N,8242.967W
2806.6246N,8242.9675W
2806.6245N,8242.9681W
2806.6244N,8242.9687W
2806.6244N,8242.9692W
2806.6243N,8242.9698W
2806.6243N,8242.9704W
2806.6242N,8242.971W
2806.6242N,8242.9716W
2806.6241N,8242.9723W
2806.6241N,8242.9729W
2806.6241N,8242.9734W
2806.6241N,8242.974W
2806.6241N,8242.9746W
2806.6241N,8242.9751W
2806.624N,8242.9757W
2806.624N,8242.9761W
2806.6241N,8242.9766W
2806.6241N,8242.9771W
2806.6241N,8242.9777W
2806.6241N,8242.9782W
2806.6242N,8242.9788W
2806.6241N,8242.9794W
2806.6242N,8242.9799W
2806.6242N,8242.9804W
2806.6242N,8242.9808W
2806.6242N,8242.9813W
2806.6242N,8242.9817W
2806.6242N,8242.9821W
2806.6242N,8242.9824W
2806.6242N,8242.9828W
2806.6242N,8242.9831W
2806.6242N,8242.9835W
2806.6242N,8242.9838W
2806.6241N,8242.9841W
2806.6241N,8242.9844W
2806.6241N,8242.9847W
2806.624N,8242.985W
2806.624N,8242.9853W
2806.6238N,8242.9856W
2806.6237N,8242.9859W
2806.6235N,8242.9862W
2806.6233N,8242.9864W
2806.623N,8242.9866W
2806.6228N,8242.9867W
2806.6225N,8242.9868W
2806.6223N,8242.9869W
2806.6221N,8242.987W
2806.6219N,8242.9871W
2806.6217N,8242.9871W
2806.6214N,8242.9872W
2806.6212N,8242.9872W
2806.621N,8242.9873W
2806.6208N,8242.9873W
2806.6206N,8242.9873W
2806.6204N,8242.9873W
2806.6203N,8242.9874W
2806.6201N,8242.9874W
2806.6199N,8242.9875W
2806.6197N,8242.9876W
2806.6196N,8242.9877W
2806.6194N,8242.9878W
2806.6193N,8242.9879W
2806.6191N,8242.988W
2806.619N,8242.9881W
2806.6189N,8242.9882W
2806.6188N,8242.9882W
2806.6187N,8242.9883W
2806.6186N,8242.9883W
2806.6186N,8242.9883W
2806.6186N,8242.9882W
2806.6186N,8242.9883W
2806.6186N,8242.9883W
2806.6186N,8242.9884W
2806.6186N,8242.9884W
2806.6186N,8242.9885W
2806.6186N,8242.9885W
2806.6186N,8242.9885W
2806.6186N,8242.9884W
2806.6185N,8242.9884W
2806.6185N,8242.9883W
2806.6185N,8242.9882W
2806.6184N,8242.9882W
2806.6184N,8242.9881W
2806.6184N,8242.9881W
2806.6184N,8242.988W
2806.6184N,8242.988W
2806.6184N,8242.988W
2806.6183N,8242.988W
2806.6183N,8242.988W
2806.6183N,8242.988W
2806.6183N,8242.988W
2806.6183N,8242.988W
2806.6183N,8242.988W
2806.6183N,8242.988W
2806.6183N,8242.988W
2806.6183N,8242.988W
2806.6183N,8242.988W
2806.6183N,8242.988W
2806.6183N,8242.9881W
2806.6183N,8242.9881W
2806.6183N,8242.9881W
2806.6183N,8242.9881W
2806.6183N,8242.9881W
2806.6183N,8242.9881W
2806.6183N,8242.9881W
2806.6184N,8242.9881W
2806.6184N,8242.9882W
2806.6184N,8242.9882W
2806.6184N,8242.9882W
2806.6184N,8242.9882W
2806.6184N,8242.9882W
2806.6184N,8242.9882W
2806.6184N,8242.9882W
2806.6184N,8242.9883W
2806.6184N,8242.9883W
2806.6184N,8242.9883W
2806.6184N,8242.9883W
2806.6184N,8242.9884W
2806.6183N,8242.9884W
2806.6183N,8242.9884W
2806.6183N,8242.9884W
2806.6183N,8242.9884W
2806.6183N,8242.9885W
2806.6183N,8242.9885W
2806.6183N,8242.9885W
2806.6183N,8242.9885W
2806.6183N,8242.9886W
2806.6183N,8242.9886W
2806.6183N,8242.9886W
2806.6183N,8242.9886W
2806.6183N,8242.9887W
2806.6183N,8242.9887W
2806.6183N,8242.9887W
2806.6183N,8242.9887W
2806.6183N,8242.9887W
2806.6182N,8242.9888W
2806.6182N,8242.9888W
2806.6182N,8242.9888W
2806.6182N,8242.9888W
2806.6182N,8242.9888W
