8832,7616,-8572,23.49,58,1241,-2741
7108,-4548,-4192,23.73,6671,17640,-6939
15204,-4824,-5628,23.64,4885,32767,-10122
25380,-11444,-10680,23.68,8574,32767,-1795
10004,-3960,-8912,23.59,2820,1897,4913
10388,4648,-4112,23.68,13912,-8155,4335
14188,-7144,-4500,23.59,1740,-14024,6233
16244,-3888,616,23.64,3663,-7237,1753
16452,-3460,-800,23.59,-1520,-3909,814
16508,-3400,-1080,23.59,740,-1754,373
15532,-1204,5092,23.64,-691,-9881,2501
21628,-1000,4176,23.54,-4679,-20522,4253
27744,2184,-1656,23.68,-4990,-22979,1584
13352,-856,2572,23.59,11219,-1362,-11424
8756,-4332,-5136,23.59,13813,25955,-21249
18892,-11956,-17812,23.73,32767,22874,-16064
14968,-12856,-4376,23.59,11966,3956,394
21704,-12252,-7784,23.68,3537,-4366,5971
16792,-1760,-4536,23.64,4480,-1577,5006
16600,-1708,-1372,23.54,3548,-1972,3178
16852,-2432,-2124,23.64,1826,-616,1573
16444,-2192,-2432,23.54,1305,1670,584
16680,-2420,-1824,23.59,830,2518,359
16228,-2556,1512,23.68,821,2864,-241
16632,-2900,-144,23.54,-586,-399,118
16784,-2244,-152,23.59,-84,359,-362
16580,-2328,56,23.54,-675,-779,273
16336,-2604,-488,23.68,69,-172,33
16524,-2380,-264,23.59,-199,-307,24
16548,-2480,-720,23.64,-5,-195,32
16600,-2280,-288,23.54,-94,-158,15
16544,-2364,-524,23.68,9,-222,24
16696,-2380,-552,23.64,57,-156,23
16688,-2292,-456,23.73,1,-117,34
16444,-2336,-360,23.73,98,-95,41
16552,-2224,-552,23.73,145,-196,111
16432,-2128,-576,23.68,142,-325,233
16468,-2408,-888,23.68,70,52,211
16852,-2344,-472,23.68,282,-190,249
16656,-2276,-688,23.64,387,-92,217
16580,-2360,-352,23.64,1,-333,365
16492,-2480,-756,23.59,221,-54,287
16500,-2480,-720,23.68,139,256,117
16452,-2332,-352,23.68,255,97,185
16452,-2332,-520,23.59,319,56,274
16536,-2480,-388,23.64,246,14,353
16460,-2548,-604,23.64,225,-11,288
16508,-2576,-692,23.64,256,45,287
16492,-2580,-392,23.68,234,205,241
16428,-2616,-248,23.59,146,-13,302
16508,-2660,-516,23.73,191,27,222
16364,-2640,-320,23.54,219,-15,210
16460,-2556,-360,23.68,209,23,161
16448,-2612,-260,23.68,143,0,184
16516,-2508,-248,23.68,205,44,124
16512,-2676,-192,23.59,118,-36,169
16432,-2564,-440,23.54,165,-58,154
16344,-2780,-400,23.68,145,-8,133
16468,-2636,-248,23.68,142,21,129
16496,-2644,-296,23.59,205,17,122
16512,-2592,-232,23.68,256,77,121
16524,-2656,-252,23.68,201,80,145
16504,-2640,-56,23.68,194,-23,161
16424,-2668,-168,23.64,85,-40,154
16564,-2668,-220,23.64,138,-139,165
16404,-2616,-272,23.59,153,-47,159
16524,-2620,-60,23.59,103,-40,161
16480,-2600,-236,23.54,165,-108,202
16496,-2620,-124,23.64,146,-62,174
16400,-2596,-192,23.68,104,-156,175
16476,-2588,-368,23.54,137,-101,147
16480,-2528,-124,23.68,172,-94,118
16484,-2640,-312,23.59,131,-116,82
16328,-2704,-308,23.64,149,-105,92
16468,-2780,-96,23.64,172,-92,83
16500,-2924,-252,23.64,250,-118,48
16384,-2552,-280,23.68,77,-128,-67
16468,-2360,-432,23.68,52,-178,-105
16460,-2436,-260,23.64,-69,-158,-258
16388,-2144,-376,23.68,21,-284,-275
16500,-2400,-536,23.59,-116,-326,-392
16468,-2132,-240,23.68,-398,-517,-579
16212,-1716,920,23.64,-1259,-3535,23
16936,-1668,-172,23.68,-1594,-8910,1939
21980,-2504,544,23.68,-8573,-11603,2018
12432,-1884,-2020,23.68,2737,-6533,5545
12672,-1480,2668,23.59,13426,17383,1643
19816,-1152,1524,23.68,-1399,29719,-5109
17196,-2832,-2520,23.73,5787,17634,-3241
13656,-4844,-4072,23.73,5279,-11104,4827
19220,-2436,1024,23.64,2713,-12861,7059
16568,-2532,-3000,23.64,-9553,-8754,3762
16372,-4804,628,23.64,-5154,-4104,1204
15364,-3572,1400,23.64,-2357,-3576,678
16080,-3852,652,23.64,-1549,-5401,1389
18620,-2584,-708,23.64,-3429,-12071,1952
23012,-5988,1260,23.64,-6151,-17599,2913
24240,-6568,2264,23.64,-9549,-24929,1366
11412,-5112,5932,23.68,8576,2579,-8321
11868,-7796,-4696,23.64,10890,27696,-16794
24040,-12768,-4356,23.59,16282,32767,-5947
19056,-13612,-13348,23.64,3498,23712,1903
32767,1464,13204,23.59,21087,-13989,3464
15676,-15364,728,23.59,-6390,-14413,10084
16908,-4564,460,23.54,887,-7266,1179
16220,-1988,312,23.59,-2808,-3738,-169
16188,-2924,1316,23.68,413,-5377,-108
16880,-1608,1304,23.64,-336,-12601,1222
21040,-5264,28,23.64,-1932,-18451,-921
26896,-2648,4008,23.64,-3986,-26838,-1115
12332,-2820,772,23.64,19589,-6590,-10870
8728,-7968,-4552,23.54,15497,22986,-15662
21348,-11488,-5700,23.68,13414,32767,-9490
23956,-6552,-9596,23.54,873,30670,-2008
15316,-4000,-14756,23.64,10029,-14464,10388
22828,1692,1300,23.64,515,-15580,9516
16140,-6120,-2896,23.59,1132,-9811,4611
16976,-1460,-1296,23.59,-2952,-5126,511
16824,-2264,-1612,23.59,704,-4185,357
16660,-1216,3012,23.64,-411,-10699,1775
19500,-3520,1476,23.54,-2236,-19153,1011
29372,-12,-1332,23.64,-2616,-24803,1559
7812,-6160,-13756,23.54,18292,-9502,-12357
9868,-8532,-5244,23.59,12064,23913,-14919
19528,-11532,-6040,23.54,12549,32767,-10150
24460,-5944,-10332,23.59,5056,31189,-3904
14160,-6164,-14416,23.59,13126,-15510,10190
24488,-11176,-9508,23.54,-3294,-18156,15312
16712,-5412,-1464,23.59,4533,-9015,3351
16204,-3572,-1600,23.49,-2927,-3159,773
16476,-3732,-156,23.59,647,-3516,114
17468,-1960,1916,23.54,110,-13733,3084
26068,-7044,7076,23.59,-3872,-21505,1486
23064,-12664,3288,23.59,-6665,-26956,-4614
10776,-5296,8328,23.54,15105,2632,-19928
13576,-12212,-3352,23.45,10045,29091,-18551
24616,-12212,-6980,23.59,14092,32767,-4291
11700,-9728,-14360,23.54,16015,15580,5502
26324,26348,13052,23.54,24644,-5853,4886
15064,-14000,-11128,23.64,-4254,-12476,10976
17068,-2576,1020,23.54,1003,-6248,2101
16316,-1912,388,23.59,-936,-4320,1253
16256,-3264,20,23.45,830,-5553,1420
18140,-48,1584,23.59,-2365,-12238,2636
24604,-4132,3880,23.45,-3376,-18589,389
21912,-6716,2896,23.54,-978,-30906,-947
13440,-2424,7016,23.54,14680,-1163,-14854
12524,-11316,-2792,23.49,10238,26952,-20429
22784,-12308,-4868,23.59,11549,32767,-5893
17432,-6796,-15720,23.54,19692,20502,420
24052,9720,9764,23.45,20730,-9325,9001
17384,-11968,-9936,23.45,6111,-11528,9635
16396,-4420,2136,23.45,1626,-5995,1955
16892,-868,-776,23.54,124,-5629,1651
16744,-2108,320,23.54,827,-5757,1403
21072,16,2056,23.49,-2534,-11452,1888
22524,-5640,3736,23.54,-4057,-19442,1402
24860,-8444,5368,23.59,-4802,-28146,-2034
11384,-3240,5216,23.40,13260,3166,-12233
11780,-7972,-3832,23.59,13626,28399,-17172
24672,-11232,-5552,23.54,14688,32767,-8078
16560,-10648,-13832,23.59,9528,21788,1352
28408,14664,13032,23.49,24194,-10638,3652
15260,1012,2356,23.45,-1195,-10189,6229
16196,-4668,2040,23.49,2629,-6738,2556
16688,-1876,508,23.49,653,-4874,602
17040,-1748,-448,23.54,747,-4688,1080
15988,-1528,2720,23.45,-904,-11083,2320
18188,-2056,-676,23.54,-3049,-16246,1757
26196,-2436,4268,23.45,-2509,-26158,1560
2032,-8896,-23572,23.54,20238,-10884,-9593
9292,-10164,-4640,23.49,9852,21150,-14963
18524,-12404,-6196,23.49,13761,32767,-11933
22836,-5352,-7220,23.45,6863,31465,-5586
22204,-360,-11528,23.45,12899,-8598,6758
20304,5044,1168,23.54,3947,-14794,9164
15460,-4684,-900,23.45,4430,-7150,4501
16584,-2748,-1324,23.54,583,-4479,1294
16316,-2116,-496,23.49,1875,-4164,1103
16096,-1152,2336,23.49,952,-8424,2064
17836,-1544,-524,23.45,-1632,-16101,2152
26108,680,3396,23.45,1187,-23808,799
16284,-8500,-5900,23.49,3972,-11742,-6793
7720,-7424,-2796,23.49,10517,17069,-14211
16548,-8832,-5392,23.45,8386,32767,-13362
21760,-5356,-10556,23.45,12713,32767,-4454
11272,-8620,-13688,23.49,-141,-7433,7985
24132,6496,1608,23.40,14601,-15032,9142
17152,-4744,-1652,23.54,1633,-8349,6121
16088,-3644,956,23.45,-6356,-4701,2159
16580,-3168,-1132,23.49,-531,-4583,1186
16188,-1112,3804,23.49,-14,-8972,2277
17372,-676,172,23.45,-3199,-17270,3068
29456,4516,6784,23.40,-5086,-25267,4230
8864,-13288,-11408,23.45,14287,-11720,-7520
7396,-10716,-4884,23.40,9332,19871,-19767
18460,-17712,-6124,23.49,15059,32767,-11763
21180,-3376,-6192,23.45,2413,32767,-2118
13080,-1364,-15116,23.45,10739,-5487,8557
27144,10876,4544,23.49,5321,-16140,10474
19192,-384,212,23.40,-371,-8351,4918
16908,-636,1004,23.45,-3717,-3868,1501
16756,-2760,-1000,23.45,-174,-4934,1628
16044,-1068,2948,23.45,-668,-9531,2120
18240,-2612,-1072,23.49,-3019,-15628,3231
29416,7920,6324,23.45,-2071,-24438,2774
10188,-15672,-4908,23.54,15876,-11416,-7194
7724,-11476,-4180,23.40,8059,19804,-20100
18260,-16088,-5856,23.49,15908,32767,-13018
22308,-8108,-5696,23.54,8311,32767,-76
12280,-2856,-11448,23.45,7936,-3016,7958
22896,-4740,-920,23.40,28549,-15953,13990
18864,-2220,-3852,23.40,-203,-8694,6005
17100,-616,404,23.40,-2535,-5202,1439
16336,-1812,-360,23.45,195,-3972,1281
16184,-2004,1852,23.49,-45,-6201,1276
20220,840,-140,23.45,-2815,-14048,2237
24872,-2312,5252,23.45,-3194,-21809,1224
19068,-5412,3964,23.45,813,-19554,-5508
8328,-3472,1988,23.45,11585,11815,-11880
14600,-6984,-3944,23.45,6583,32767,-12795
23384,-11356,-9276,23.49,12460,32767,-4863
10508,-6772,-13376,23.40,1533,5500,4980
26536,-8488,-9356,23.49,12525,-16839,7426
17944,1164,-16,23.49,-5132,-9223,5820
16740,-2988,2304,23.40,-4333,-5604,2836
16396,-3476,-452,23.40,-3339,-4904,1931
16360,-3648,64,23.45,-1741,-4449,1381
18820,-2936,624,23.45,-3374,-12023,2666
27036,-5064,6916,23.45,-8454,-20497,3698
25360,-10764,-1436,23.45,-8299,-22925,-61
6696,-2852,2292,23.45,4992,9636,-8965
12284,-6616,-5264,23.45,8097,30464,-13373
23348,-9624,-6824,23.45,9698,32767,-7267
14364,-7884,-12132,23.45,1101,17471,-1088
13196,9296,3744,23.40,16124,-6324,5916
20676,1656,-472,23.35,2500,-13546,4951
16696,-3456,1280,23.45,-2415,-7012,2151
16180,-2168,1680,23.45,-2731,-4349,897
15824,-3312,508,23.35,-798,-4897,1243
15764,-4424,-412,23.49,-3562,-11185,3319
19824,-3936,64,23.45,-6144,-15010,3445
26344,-3720,-1640,23.49,-16319,-12788,5460
8076,-1928,-1224,23.45,-5471,6822,855
10836,-724,-6572,23.35,4416,24687,-4020
20068,-5656,-9988,23.45,12223,25848,-3049
15140,-3380,-7940,23.35,1399,3155,1297
20492,-4028,-1728,23.45,6345,-3601,1546
16648,-2636,-936,23.45,3507,-1750,1723
16644,-3760,640,23.40,1683,-61,991
15976,-2964,2020,23.45,-358,-1085,-398
16540,-3688,1004,23.40,453,-2529,-61
16660,-2756,-828,23.45,-796,-2727,-217
16552,-3432,-2316,23.45,-660,549,-1084
15928,-2380,1180,23.40,108,2722,-1789
16544,-2236,-108,23.45,-262,-1379,-64
16812,-1972,-940,23.40,319,-258,-314
16672,-2028,20,23.49,-154,-711,187
16596,-2084,-824,23.49,151,-306,120
16544,-2176,-320,23.40,115,-354,167
16512,-2224,-640,23.35,175,-133,67
16508,-2212,-496,23.49,205,3,-66
16584,-2012,-580,23.49,243,-118,-67
16576,-1968,-680,23.40,270,-168,-20
16576,-1932,-640,23.45,167,-125,83
16580,-2044,-640,23.45,135,-59,59
16548,-1820,-808,23.45,155,-11,56
16548,-1880,-768,23.35,152,146,26
16588,-1684,-384,23.45,185,173,20
16696,-1736,-400,23.31,179,121,35
16572,-1752,-540,23.49,278,75,93
16644,-1860,-500,23.49,232,76,93
16584,-1804,-404,23.45,229,71,111
16624,-1768,-456,23.45,187,56,108
16592,-1764,-364,23.35,240,134,72
16556,-1764,-360,23.49,171,158,17
16592,-1792,-340,23.40,143,261,22
16656,-1628,-188,23.40,241,116,14
16680,-1660,-196,23.49,224,21,54
16628,-1644,-48,23.40,155,15,85
16572,-1684,-88,23.45,249,-8,78
16548,-1656,-164,23.49,220,-71,95
16676,-1740,-228,23.40,249,-50,83
16536,-1564,40,23.45,166,-62,126
16560,-1600,-72,23.40,162,-115,132
16536,-1664,-100,23.45,126,-197,151
16656,-1656,-220,23.45,85,-247,123
16532,-1540,-268,23.40,68,-237,135
16564,-1660,-228,23.40,49,-248,176
16588,-1560,-188,23.40,18,-304,180
16636,-1668,-276,23.45,97,-294,181
16752,-1652,-456,23.45,52,-203,175
16620,-1620,-592,23.49,28,-233,291
16564,-1664,-628,23.49,15,-104,305
16620,-1796,-528,23.40,158,-12,281
16596,-1772,-360,23.40,154,-167,234
16536,-1876,-576,23.35,215,-254,179
16688,-1736,-644,23.49,171,-218,149
16580,-1756,-788,23.49,197,-120,178
16624,-1768,-716,23.40,186,-7,191
16536,-1840,-580,23.45,149,59,161
16612,-1872,-632,23.45,150,7,117
16616,-1724,-596,23.45,144,4,134
16516,-1752,-604,23.40,175,-17,153
16576,-1808,-556,23.45,135,-84,143
16580,-1868,-400,23.35,149,-88,149
16608,-1756,-532,23.45,155,-136,143
16612,-1716,-560,23.49,113,-97,102
16572,-1848,-628,23.49,130,-48,92
16588,-1868,-600,23.45,108,1,73
16548,-1756,-460,23.40,141,-85,116
16560,-1644,-556,23.40,145,-75,72
16580,-1772,-464,23.40,119,-131,128
16656,-1764,-696,23.45,124,-152,154
16508,-1716,-636,23.45,154,-123,170
16516,-1724,-768,23.40,133,-133,206
16632,-1784,-732,23.40,104,-64,164
16648,-1764,-652,23.49,161,-62,187
16620,-1856,-608,23.45,147,-26,190
16572,-1844,-528,23.45,151,-36,129
16560,-1856,-600,23.45,140,-62,143
16588,-1860,-624,23.45,157,-41,120
16540,-1760,-756,23.40,155,-68,155
16576,-1768,-568,23.49,160,-48,119
16600,-1760,-676,23.49,149,-21,144
16572,-1780,-620,23.54,180,-11,135
16564,-1884,-524,23.54,169,-21,95
16536,-1780,-656,23.54,179,-29,139
16744,-1756,-676,23.45,170,34,141
16472,-1844,-492,23.45,183,8,150
16652,-1740,-620,23.45,189,10,159
16600,-1820,-672,23.45,149,57,143
16592,-1868,-600,23.49,178,53,99
16496,-1780,-512,23.40,115,72,103
16588,-1920,-548,23.49,104,-42,127
16572,-1760,-488,23.45,44,-76,110
16576,-1804,-480,23.49,75,-167,75
