Time,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
35900,16020,-1240,-1104,-78,216,-360,-7937,-1281,-9985
36000,16052,-1200,-1188,35,299,-182,-7425,-1793,-11521
36100,15972,-960,-1232,-136,232,-416,-8705,-1,-8705
36200,16176,-1172,-1108,-106,251,-385,-6913,-2305,-9473
36300,16092,-1060,-1132,-239,495,-225,-7681,-1025,-10241
36400,16096,-1132,-1076,-267,277,-249,-7937,-1793,-8961
36500,16088,-1048,-868,-19,303,-281,-7937,-1281,-9985
36600,15888,-1248,-516,591,188,-82,-7425,-2817,-8961
36700,16104,-1108,-984,-1,218,-420,-8449,-1281,-7937
36800,15984,-1000,-972,-83,190,-194,-7681,-1537,-10753
36900,16204,-1212,-1096,-326,434,-367,-9217,-3073,-9217
37000,15968,-1148,-1236,-216,305,-219,-8705,-2561,-8705
37100,16100,-936,-828,27,63,-241,-8193,-1537,-8705
37200,16080,-1012,-796,-4,441,-164,-7681,-2561,-7681
37300,15916,-1076,-836,-118,404,-237,-8449,-1793,-8961
37400,16180,-1112,-872,-18,521,-253,-7937,-257,-7937
37500,16224,-984,-820,13,333,-267,-8705,-2561,-9729
37600,16164,-972,-1084,-68,349,-223,-7425,-1793,-7937
37700,16080,-996,-1012,-11,254,-212,-9985,-1281,-9985
37800,15960,-1224,-1092,-99,343,-292,-8449,-769,-9473
37900,16240,-1168,-932,-31,222,-241,-7937,-2305,-10497
38000,16028,-1028,-660,-262,192,-404,-8193,-2561,-9217
38100,16080,-1012,-1164,161,241,-234,-9217,-2049,-8705
38200,16008,-1224,-1196,-12,53,-391,-7681,-2049,-8705
38300,16300,-1216,-1012,-61,297,-211,-7937,-2305,-9985
38400,16176,-1104,-1176,-174,411,-214,-8193,-1537,-9729
38500,16076,-808,-1112,123,37,-285,-8193,-3073,-9729
38600,16080,-828,-1032,36,417,-260,-9729,-2049,-8705
38700,16036,-1124,-988,54,166,-258,-7681,-2561,-9729
38800,15964,-836,-736,-191,257,-350,-8961,-2305,-8961
38900,16104,-1016,-812,-33,752,-296,-9729,-2049,-7681
39000,16100,-1052,-740,-35,538,-269,-9473,-2817,-8961
39100,16224,-812,-1128,-94,283,-285,-8705,-2561,-9217
39200,15840,-932,-1084,-164,257,-205,-8705,-2561,-8705
39300,15760,-952,-1080,-116,380,41,-8961,-1281,-8961
39400,15856,-908,-1188,225,-472,703,-6913,-1281,-9473
39500,15784,-1152,-1172,146,791,-190,-8193,-2561,-9729
39600,16212,-1276,-760,-236,1118,-409,-7681,-2049,-9217
39700,16360,-1100,-492,-639,1650,-248,-9217,-1537,-8705
39800,16020,-736,-216,-711,2027,-21,-7937,-3329,-7425
39900,16132,-808,184,-686,2177,111,-8193,-5633,-7681
40000,16188,-1088,-64,-1979,3404,-1184,-8193,-5633,-6145
40100,14796,-1344,-472,-748,2212,-382,-8705,-5633,-6145
40200,17504,-1960,-56,-248,675,229,-8705,-7169,-5121
40300,15228,-1796,-776,557,-264,-16,-8449,-6913,-4865
40400,15508,-2280,-384,1044,134,-506,-7169,-5633,-5633
40500,15520,-1904,-904,1341,-1831,-1227,-7169,-6657,-7169
40600,19300,-2504,-532,-189,-2644,-1251,-5889,-5377,-7425
40700,18612,-1640,828,-1939,-709,-994,-6657,-4609,-7169
40800,14344,396,1444,1167,656,-168,-6913,-5377,-7425
40900,15216,-336,1508,1743,3015,106,-5889,-5889,-6913
41000,14528,608,540,1126,1017,-1975,-5889,-7425,-6401
41100,14904,344,504,-1016,2716,-532,-5889,-8449,-6401
41200,15212,364,296,-960,380,-665,-5633,-8193,-5633
41300,17128,-356,-576,-2505,-219,465,-5377,-9473,-5377
41400,20380,-1632,248,-1737,-1271,488,-4609,-7169,-6657
41500,16828,-2200,2772,-2549,95,-751,-4865,-7425,-7937
41600,13276,-1588,2036,-2433,1220,-881,-5889,-6913,-5889
41700,13936,-532,1040,-1969,2339,-1457,-7169,-7169,-6657
41800,15112,-1464,584,-1755,1343,-932,-8193,-7169,-5121
41900,14916,-1752,1164,32,-395,-588,-6913,-7937,-5889
42000,17604,-1184,468,687,-2806,-525,-7937,-7425,-6913
42100,22008,876,1776,592,226,862,-6145,-6145,-6657
42200,12036,900,2788,3796,813,-671,-6145,-7169,-5633
42300,15212,-1056,2060,2861,2901,-101,-4609,-6657,-4097
42400,14528,132,1304,1226,626,-842,-5633,-8193,-3073
42500,14792,1120,1700,-1017,-141,-330,-4609,-7681,-2561
42600,17876,116,796,-207,-1859,2097,-5377,-7425,-4353
42700,20212,-1240,2352,-1119,55,1516,-4865,-7425,-2817
42800,13440,-928,2740,1601,-1896,-934,-5121,-5633,-4097
42900,14700,-856,980,60,1512,668,-4865,-7425,-5377
43000,14376,-2024,416,2575,423,1125,-4353,-7425,-5377
43100,14712,-2284,-68,3357,114,1067,-3073,-7169,-4609
43200,16804,-2020,-68,4407,-1925,-273,-1281,-8449,-3841
43300,22204,-2264,-488,4295,1785,1460,0,-4865,-2817
43400,15656,60,2376,9453,579,-3,3072,-5889,-2305
43500,15768,-760,2320,9181,3705,492,4608,-6401,-2817
43600,14896,96,1972,8422,702,-668,7680,-7425,1536
43700,15700,760,1204,5311,1491,674,8192,-5889,4096
43800,14452,700,928,4162,-603,1172,8704,-5377,4096
43900,17016,-140,-432,1692,-1635,2496,8960,-4609,4352
44000,23204,-2356,2556,2248,805,3033,11008,-3585,4352
44100,11040,-320,1824,4266,-1281,-3084,12032,-3585,5376
44200,16648,-2272,2200,1131,2731,-1132,10752,-4353,6656
44300,13380,96,1520,4678,-204,82,11776,-3841,8704
44400,14744,-852,180,5197,1409,1644,11520,-4609,9472
44500,14348,-1348,596,6145,-1056,1826,10752,-3841,11776
44600,17472,-1508,800,5416,-3400,-228,14848,-2305,11264
44700,21696,1120,1312,3595,859,-2214,13312,-2305,12800
44800,13576,1192,3688,8507,1805,-472,13056,-4097,14592
44900,15364,740,2488,8627,878,296,11776,-2305,18944
45000,13988,508,1984,5176,349,863,11520,-2561,20224
45100,15108,1304,704,2738,-1516,2542,12800,-2305,20480
45200,16700,-112,564,2880,-2855,2603,11776,-2817,19968
45300,21520,-1608,1704,2317,-907,2977,12032,-1025,21248
45400,12120,-600,2016,4896,-3020,-630,11008,-1025,22272
45500,16428,-884,828,5026,1425,-297,10752,-1281,23040
45600,15176,-1304,1060,7495,966,552,10240,-1793,24064
45700,14824,-988,816,6971,700,25,9216,-1281,26112
45800,15724,-924,580,7637,-1560,-255,5888,-2049,27904
45900,18944,780,908,8752,-1485,-190,4864,-1537,29440
46000,16928,1856,1288,12801,-1766,-1323,1536,-1793,30720
46100,16836,-36,1480,14726,3053,1292,-513,-1537,32512
46200,13712,1796,2208,13290,240,450,-3073,-1537,-31488
46300,14468,1104,644,8956,1706,844,-6401,-769,-30208
46400,15708,1776,1024,7500,-557,-299,-9217,-1537,-30464
46500,18456,2360,732,5319,-2029,-275,-10241,-513,-30976
46600,17244,656,3460,1247,-3781,-1224,-12289,-1025,-31488
46700,15800,-932,2772,-1084,2215,-198,-12289,-513,-31488
46800,13884,632,1732,-103,1582,-523,-10497,-769,-30720
46900,13424,-988,1092,2157,255,418,-12289,-513,-29952
47000,15016,-220,208,1901,-976,830,-10753,-1537,-32000
47100,17212,-920,-192,1561,-2956,38,-12033,-1793,-32768
47200,22072,-580,888,468,-2551,1060,-12033,-2305,32256
47300,15608,68,1012,3567,-42,-729,-11777,-3585,31488
47400,14548,-432,2264,3279,4102,370,-13825,-2561,-32512
47500,12688,248,1524,2732,921,439,-14081,-1793,-31232
47600,14204,1876,440,154,2137,265,-14337,-1025,-30976
47700,15332,1368,632,1372,-2150,401,-14593,-2305,-31744
47800,18484,1308,476,1871,-3115,1415,-15361,-1537,-32512
47900,17980,-1408,3024,867,-907,-874,-14593,-3841,-32256
48000,19248,-2096,2916,-25,4171,-720,-15105,-2817,-32768
48100,11692,-1200,1700,2315,1084,-2043,-14593,-1793,-31744
48200,14876,-1084,1716,2507,1360,556,-16129,-1793,-31744
48300,15620,508,1644,4260,-238,658,-17153,-1793,-31232
48400,14956,-924,360,4848,993,-21,-16385,-2049,-32000
48500,16760,-1656,-796,6782,-2889,897,-20737,-769,-32768
48600,16548,540,420,9804,-4292,957,-20993,-1537,29952
48700,19304,3576,2388,10553,-1795,-1609,-22529,-2561,28928
48800,11976,3120,4680,9878,2003,973,-24065,-3585,26880
48900,15868,836,2588,10195,626,-294,-24833,-2305,25088
49000,14892,1120,1660,7433,-24,1640,-25345,-2305,22528
49100,12672,1540,-460,4904,52,1503,-27137,-3585,21248
49200,15128,2356,-280,2539,1144,1956,-27393,-2817,19968
49300,19988,508,-44,2815,-372,777,-26369,-5377,20992
49400,20572,-900,2292,1833,-1258,-1383,-28161,-4097,18688
49500,14004,-2008,3292,1114,-79,-1565,-27649,-3073,19200
49600,14156,80,1912,940,1707,-224,-28417,-3329,19456
49700,14076,1276,2564,3490,-643,-412,-28673,-2561,19712
49800,14900,-888,356,4128,48,895,-28417,-3841,18944
49900,16348,-936,324,6996,-1900,1130,-27393,-3841,15872
50000,22628,-1368,28,8513,-625,3612,-28929,-4353,14848
50100,15704,1044,1960,10522,-357,3166,-27905,-5889,12288
50200,15204,-312,1612,11672,397,685,-25857,-5889,8704
50300,14060,1244,1500,10933,-409,520,-26881,-5377,6656
50400,14656,696,1652,8410,-497,-508,-25345,-6913,5120
50500,15888,700,1704,6367,-1956,147,-24833,-4353,3072
50600,16796,556,568,8887,-801,990,-22273,-6913,1024
50700,17348,-2020,3076,8479,2020,-122,-22273,-5889,-257
50800,15388,-732,1888,9147,1161,220,-20225,-6913,0
50900,14452,-2400,2512,10355,-961,1434,-17665,-6401,-2817
51000,15616,-1324,2324,9725,-586,1655,-16129,-5377,-2817
51100,17012,-1452,1864,8368,499,872,-13825,-6145,-4097
51200,14948,-216,1588,7203,96,871,-11265,-7169,-4609
51300,16052,532,1944,5909,2538,1383,-10241,-7169,-3073
51400,16892,252,940,3159,772,-479,-8961,-6913,-3329
51500,16224,-20,324,1193,-2527,-1726,-9217,-6657,-4097
51600,17908,-988,1168,-1280,463,-436,-8193,-6657,-4097
51700,14824,-552,628,1224,-1752,-304,-9985,-6401,-5377
51800,16660,76,456,-222,-339,-275,-8705,-6145,-5121
51900,15996,384,432,-168,662,-216,-8961,-5889,-5377
52000,13828,-300,736,-1104,2056,-372,-8961,-6401,-4353
52100,16772,-1752,1300,-2772,3204,313,-8961,-6401,-2817
52200,17260,-2004,504,-2448,2791,339,-8705,-8705,-3073
52300,15404,-1824,440,-527,-244,-232,-9729,-7169,-3073
52400,14844,-2240,200,213,104,-548,-8961,-7425,-2817
52500,15764,-1864,-112,642,-2451,-2220,-9985,-7425,-3841
52600,19508,-216,1636,3570,-2213,1383,-8961,-6401,-5377
52700,19372,-1804,2208,1822,1781,343,-7937,-6913,-5377
52800,12856,280,2284,3612,299,-797,-6401,-6401,-5377
52900,14936,-80,1560,1800,1117,-963,-5889,-7425,-4353
53000,14328,208,904,1702,324,-347,-4609,-7681,-5633
53100,15060,236,848,-34,489,466,-5633,-8193,-4097
53200,18064,-324,28,-121,-348,1156,-4353,-8449,-4353
53300,21088,-1736,1676,2298,-2310,1421,-3073,-7169,-6657
53400,13428,-164,2780,514,-980,-1869,-1281,-6913,-5377
53500,17612,-1192,2280,1094,2607,413,-2305,-6913,-5889
53600,13588,-308,1644,2247,881,-380,-1281,-7425,-5377
53700,13292,-1220,1264,6172,-201,634,1024,-7425,-4353
53800,16404,-1572,564,8666,-844,948,2304,-7681,-3585
53900,18436,2008,3232,9410,-761,950,4352,-6145,-1025
54000,17184,2164,2432,11761,1100,2241,7936,-7169,2304
54100,15904,1720,2020,12523,-84,1148,9472,-6145,4352
54200,14696,2064,1096,11666,-162,1010,11264,-5889,6656
54300,15340,2192,640,10964,624,1261,13312,-4865,9728
54400,16288,464,548,9701,919,408,12544,-5121,12032
54500,19196,348,1552,4076,1773,-583,13056,-5633,14592
54600,17960,388,3580,282,3382,-243,12032,-4609,16640
54700,13816,-80,3300,562,900,-681,12288,-4353,14848
54800,15548,-520,708,1207,-1288,1051,12288,-4865,15360
54900,15024,-928,1576,1740,-942,1266,12544,-2561,14592
55000,15344,-1216,504,1676,-610,1013,11520,-4097,16640
55100,17040,-1432,120,2244,-2081,-915,12800,-1281,16384
55200,22632,-1572,4820,-241,1019,-371,11776,-2305,18432
55300,11228,300,3804,6537,-689,680,11264,-3329,18432
55400,16072,-4,2484,3651,2624,831,11264,-2817,19968
55500,14196,-780,1224,1936,106,88,11008,-3073,21248
55600,14000,640,2028,-274,-2135,-450,10752,-2817,20480
55700,16608,692,940,979,-4156,25,10240,-3841,19968
55800,21152,-1856,3348,-1294,985,1545,12032,-3585,19200
55900,11444,-1284,3412,1103,-1231,-1090,11264,-2817,18944
56000,15024,-516,3464,-377,4174,-683,12032,-2561,19200
56100,14620,-1752,3004,3678,665,1511,10752,-1281,20992
56200,15104,-2096,2340,5852,677,1551,12032,-1537,22272
56300,15084,-2044,2400,10056,-974,797,10240,-1793,23040
56400,16496,-3168,1764,12038,-819,1077,9472,-513,27392
56500,16284,960,2588,14902,-510,900,6656,-257,30208
56600,17704,328,1336,14505,1477,1147,2560,-257,-32768
56700,15552,1188,1900,12595,217,686,-769,-257,-31232
56800,16168,1480,1184,11062,747,724,-4609,-1,-30464
56900,14968,1516,1296,8993,336,1305,-5633,-1,-29440
57000,18568,1008,908,5893,-818,2879,-7937,-257,-28672
57100,17028,-128,3720,4131,-3218,1787,-8193,-1025,-30976
57200,14488,508,3524,-309,703,339,-9473,-2305,-30720
57300,14508,-1608,2716,-66,1403,2017,-9473,-1793,-31232
57400,15600,-3256,1940,1683,-363,3248,-7937,0,-29696
57500,14936,-4068,812,1447,-590,593,-8705,-1537,-28928
57600,15348,-3568,1428,-178,414,-467,-9217,768,-32000
57700,15540,-2300,-484,2632,-1699,-1723,-10753,-1537,-30976
57800,15892,-4044,-1064,6178,-1779,-2537,-12289,-1537,-30976
57900,15988,-2668,-1660,5281,-2096,-3025,-13569,-2817,-32768
58000,21080,936,2664,2907,-2907,-1884,-15873,-2561,32512
58100,14916,1824,5924,3386,-630,-2065,-15873,-2561,-32000
58200,13524,2044,4192,3262,1657,-380,-16897,-1537,32512
58300,15468,612,3044,4025,1891,-536,-17921,-1025,32512
58400,15904,-136,2948,1091,2548,-643,-19201,-769,-32768
58500,14216,1428,4008,-120,-212,-1337,-19713,0,31232
58600,15612,2172,3056,167,206,289,-18689,-257,-32768
58700,16296,1796,3144,5198,-140,796,-19457,-513,32000
58800,13640,2608,2392,11347,771,1722,-20225,0,30720
58900,16560,1464,2448,10603,485,1808,-22785,-1793,29184
59000,14784,1016,1656,11837,-1368,1928,-25089,-2049,25856
59100,18324,444,2788,10610,925,2134,-27649,-3073,23296
59200,14984,472,2044,9996,280,1980,-28161,-3585,20736
59300,14492,-964,2368,8363,-1075,1881,-28673,-2561,18176
59400,17216,-976,1536,3814,2878,2280,-27905,-3329,17408
59500,14484,-1744,1048,4054,685,1529,-28161,-2561,17664
59600,15164,-1604,1364,3002,-1161,460,-27649,-3073,16128
59700,16440,-1124,1316,2586,-3719,-920,-25601,-5121,14592
59800,18944,-476,2660,2141,-918,-412,-27649,-5121,15104
59900,15296,308,1276,4138,716,-38,-27393,-4353,12288
60000,14644,332,680,2395,89,-370,-27649,-4097,13056
60100,14172,392,304,480,433,-189,-28417,-3841,13824
60200,14940,564,-420,-311,-9,34,-27905,-4865,13312
60300,17864,-424,-404,115,-285,820,-27649,-3585,14592
60400,20888,-1264,1388,320,-1173,999,-28161,-5121,13056
60500,14340,36,2460,-1001,-970,-1340,-28417,-3841,13312
60600,15516,-1456,3084,-1538,922,-1406,-30209,-4609,13568
60700,14424,-400,1764,1035,754,-882,-28929,-3841,13824
60800,15068,-1428,1656,3355,-158,-240,-29441,-5377,13824
60900,15748,-1872,344,4128,364,932,-29185,-4097,13568
61000,15040,-2072,564,6960,-1059,1087,-28417,-5377,11776
61100,19556,-584,1584,9949,-1957,2563,-27393,-5889,7680
61200,16964,2016,1644,9839,2539,2371,-26369,-6913,6144
61300,11692,1676,4564,15699,-862,549,-24321,-6401,3584
61400,15768,1092,3788,13576,1955,1384,-21761,-6913,1536
61500,15868,908,3888,12039,-704,767,-19201,-6913,2048
61600,15432,996,2920,10483,-1608,1074,-18689,-6913,-1793
61700,17024,-1096,2156,9100,120,726,-14849,-7169,-2049
61800,14152,-960,1424,6853,82,535,-13057,-5377,-2305
61900,15964,-1928,2604,3354,1011,31,-12545,-7425,-3841
62000,15496,-1592,1988,5738,-2542,956,-11009,-6913,-4353
62100,17752,-1368,2036,3882,-3208,701,-8961,-6913,-3841
62200,15596,-1272,880,8914,-10729,-345,-8705,-3585,-5633
62300,15536,-1740,-1544,1991,-1822,132,-6401,-3329,-7425
62400,17128,-1084,-1692,1608,-2373,-832,-7169,-2049,-8193
62500,15816,-1072,-1776,-957,1329,-687,-6657,-3073,-8705
62600,15616,-836,-1064,341,528,-406,-6401,-3329,-7425
62700,16192,-1084,-1364,-853,344,-852,-6913,-2817,-7425
62800,16100,-1132,-1336,-643,544,-979,-7681,-3073,-7681
62900,15896,-496,-1152,-131,24,-436,-6913,-2817,-7425
63000,16012,-760,-1812,-3,163,-697,-7937,-3329,-8449
63100,16400,-588,-1476,198,-211,-345,-6913,-2305,-6913
63200,16132,-624,-1408,73,39,-549,-7937,-3329,-7937
63300,16036,-336,-1224,-209,335,-458,-8449,-1793,-7425
63400,16092,-620,-1040,-246,276,-236,-7681,-3585,-7681
63500,16168,-632,-1324,175,247,-202,-7681,-3073,-7169
63600,16084,-768,-1428,-114,211,-420,-7681,-2561,-6657
63700,16116,-672,-1348,-393,655,-543,-7681,-2561,-7681
63800,16124,-524,-1560,-353,533,-293,-7937,-3841,-8449
63900,16064,-656,-1524,-183,330,-264,-8449,-3329,-6401
64000,15880,-592,-1120,-592,652,-553,-8961,-3329,-8449
64100,15972,-376,-1536,-157,683,-133,-8449,-2817,-7937
64200,15944,-556,-1240,-16,7,-281,-7681,-3585,-8193
64300,16060,-604,-1088,-52,137,-106,-8193,-4097,-7681
64400,16088,-1052,-896,757,-367,200,-8449,-2817,-7937
64500,16288,-684,-1040,-93,-94,-112,-8193,-2561,-8705
64600,16164,-844,-1272,-66,493,-50,-7937,-2817,-7937
64700,16292,-1016,-1368,-43,492,-90,-6913,-2817,-6401
64800,15848,-748,-1412,84,366,-280,-7169,-2049,-7681
64900,16080,-864,-1172,108,337,-206,-8193,-1537,-7681
65000,16088,-588,-1328,-91,348,-434,-7169,-3073,-8705
65100,16036,-704,-1140,-95,462,-124,-7681,-3073,-7169
65200,16024,-664,-1288,24,232,-67,-6913,-2817,-7425
65300,16084,-760,-1080,-109,270,-200,-7681,-2049,-7169
65400,16012,-876,-1168,22,363,-151,-7425,-1793,-8961
65500,16264,-740,-1164,-139,391,-201,-8449,-2305,-6913
65600,16228,-828,-984,-60,490,-276,-7425,-3841,-7425
65700,16264,-916,-1116,46,296,-358,-8193,-2049,-7169
65800,15904,-988,-1180,12,162,-430,-7681,-3073,-6145
65900,16100,-712,-1320,-286,269,-545,-8193,-2561,-7169
66000,16248,-804,-1364,-154,409,-493,-7425,-2817,-7425
66100,16100,-564,-1248,77,7,-349,-8705,-2049,-6145
66200,16140,-704,-1148,-40,69,-182,-7425,-1793,-7425
66300,16096,-716,-1260,-61,161,-226,-8449,-3841,-7937
66400,15984,-672,-1280,-70,273,-296,-8193,-3585,-8705
66500,16060,-732,-1392,23,238,-339,-7169,-3585,-6657
66600,16172,-876,-1376,184,356,-439,-9473,-3841,-6401
66700,15984,-328,-1296,237,484,-354,-8961,-3329,-6401
66800,16016,-556,-1288,44,203,-530,-9729,-3073,-7681
66900,16144,-556,-1180,222,145,-394,-8193,-2561,-6657
67000,16048,-584,-984,61,305,-517,-7425,-3841,-7937
67100,16092,-496,-1284,-113,392,-339,-8193,-4097,-8193
67200,16140,-616,-992,-180,483,-154,-9729,-2049,-6145
67300,16132,-608,-640,-381,465,-259,-7425,-2817,-6401
67400,16128,-716,-1168,-201,745,-77,-7937,-4353,-7425
67500,15996,-756,-1068,-267,472,-227,-7937,-1793,-8449
67600,16192,-696,-1044,-176,409,-159,-8961,-4353,-6913
67700,15936,-652,-1072,-36,231,-160,-8705,-4097,-7681
67800,15888,-576,-1092,54,232,-203,-8961,-3329,-7425
67900,16164,-716,-1080,45,256,-219,-8705,-3585,-7681
68000,16020,-856,-632,-110,142,-335,-7937,-3329,-6913
68100,16092,-560,-888,364,65,-294,-8193,-3073,-7169
68200,15848,-652,-1044,490,-486,-307,-7937,-4353,-7425
68300,16068,-440,-1000,142,118,-441,-7681,-1537,-7681
68400,16196,-684,-1072,25,190,-529,-7937,-2817,-6913
68500,16268,-724,-1000,237,237,-214,-9217,-4097,-8193
68600,16316,-680,-976,-76,538,-456,-8961,-2305,-7937
68700,16260,-712,-916,-101,543,-355,-9217,-3073,-5633
68800,15820,-436,-908,263,224,-98,-8961,-3841,-6913
68900,16112,-496,-788,327,484,-91,-8961,-4353,-6913
69000,15916,-652,-928,191,411,-257,-7937,-2305,-7425
69100,16124,-848,-1064,376,376,125,-8705,-3073,-6145
69200,16396,-352,-972,-132,152,-243,-7681,-3585,-6145
69300,16108,-492,-1100,22,707,-247,-8705,-2049,-6657
69400,16000,-552,-832,-50,605,-492,-6913,-3329,-6913
69500,16200,-488,-740,40,691,-191,-7681,-4097,-7681
69600,15984,-436,-740,59,706,-214,-7169,-4609,-5121
69700,15876,-584,-764,129,228,-290,-8705,-3585,-7169
69800,16168,-472,-536,-29,284,-273,-8449,-3841,-7425
69900,15992,-616,-616,-181,312,-437,-7937,-3841,-5889
70000,16168,-496,-648,-126,276,-373,-8449,-3329,-4865
70100,16116,-396,-376,-241,405,-356,-7937,-3329,-5889
70200,16096,-392,-896,-214,45,-371,-8705,-4097,-7169
70300,16212,-484,-608,114,358,-233,-8961,-3841,-6401
70400,16016,-472,-560,70,277,-236,-9217,-4097,-6145
70500,15984,-492,-560,-57,250,-173,-7425,-3841,-6401
70600,16116,-536,-648,71,185,-235,-9217,-4097,-5121
70700,16092,-380,-696,-38,330,-133,-8705,-5121,-6657
70800,16076,-604,-772,-67,265,-285,-9729,-4609,-6657
70900,16252,-808,-548,301,-83,66,-7425,-4865,-5889
71000,15964,-500,-620,-182,368,-503,-7681,-4097,-5633
71100,16300,-608,-196,-55,405,-272,-8961,-3841,-6401
71200,16168,-724,-352,-192,322,-373,-8705,-4609,-6145
71300,16432,-800,-684,77,103,-254,-7681,-4609,-7169
71400,15968,-532,-772,1,149,-182,-8705,-3585,-6657
71500,16080,-780,-1084,400,595,307,-7169,-4097,-7681
71600,16304,48,-1040,-1581,3416,-470,-7681,-4097,-6657
71700,18224,3956,-4580,6630,-3580,-4711,-7169,-5121,-7169
71800,12248,11884,-7724,32767,3803,-8934,-1793,-6401,-2817
71900,12080,1340,-716,32767,8157,2783,5888,-6657,4864
72000,7900,-2064,5500,10648,4507,-9997,6144,-7937,12288
